abr-84;0;0;8,00;3630743300,00;43250000000,00;347001000000,00;547977000000,00;#N/D;386189000000,00;9,75;14,92;141,80;89,96;456,70;2172,23;2370,05;62,17;73,87;1156669157088,12;78,90;88,00;10,32;5,81;19667,00;#N/D;5358,33;2,72;#N/D;;;;;;;;;;;;;;;;;;;;
may-84;0;0;8,07;4424988800,00;42990001678,47;334292000000,00;530301000000,00;#N/D;373240000000,00;9,75;14,92;142,80;92,50;417,70;2314,10;2573,60;62,63;74,31;1160675210727,96;79,10;88,10;10,48;6,08;19035,92;#N/D;5415,27;2,73;#N/D;;;;;;;;;;;;;;;;;;;;
jun-84;0;0;8,18;3863977100,00;43689998626,71;331752000000,00;542973000000,00;#N/D;371563000000,00;9,75;15,92;142,40;90,81;431,30;2149,68;2423,26;62,78;74,88;1164332911877,39;79,40;88,40;11,08;6,11;18363,00;#N/D;5471,00;2,78;#N/D;;;;;;;;;;;;;;;;;;;;
jul-84;0;0;8,40;4165937900,00;42900001525,88;332109000000,00;543395000000,00;#N/D;371050000000,00;10,75;15,92;142,80;89,96;432,90;1687,71;1809,19;63,08;75,03;1168164789272,03;79,60;88,30;11,31;6,09;18073,00;#N/D;5577,33;2,90;#N/D;;;;;;;;;;;;;;;;;;;;
ago-84;0;0;8,32;4336725900,00;42279998779,30;328406000000,00;541483000000,00;#N/D;367221000000,00;10,75;15,92;143,90;92,50;424,10;2154,72;2111,45;63,23;74,88;1172170842911,87;80,00;88,10;11,65;6,00;17787,58;#N/D;5685,73;2,89;#N/D;;;;;;;;;;;;;;;;;;;;
sept-84;0;0;8,58;4310759000,00;42939998626,71;331633000000,00;555939000000,00;#N/D;371243000000,00;10,75;16,00;144,80;93,35;406,10;2192,35;2376,77;63,38;75,75;1175654367816,09;80,40;88,20;11,27;5,81;17493,00;#N/D;5790,00;3,03;#N/D;;;;;;;;;;;;;;;;;;;;
oct-84;0;0;8,65;4166340700,00;43009998321,53;336561000000,00;575273000000,00;#N/D;376032000000,00;10,75;16,00;145,50;94,20;398,10;2478,73;2661,00;63,53;76,18;1179660421455,93;80,60;88,70;10,00;6,06;17009,00;#N/D;5370,00;3,03;#N/D;;;;;;;;;;;;;;;;;;;;
nov-84;0;0;8,80;3977037000,00;44909999847,41;344340000000,00;582725000000,00;#N/D;385585000000,00;10,75;16,00;146,40;94,20;380,70;2332,29;2660,38;63,53;76,47;1183492298850,57;80,60;88,90;9,38;5,92;16538,39;#N/D;4980,47;3,10;#N/D;;;;;;;;;;;;;;;;;;;;
dic-84;0;0;8,99;3845017900,00;50540000915,53;379596000000,00;603992000000,00;#N/D;425352000000,00;10,75;16,00;148,80;97,60;382,30;2088,99;2344,74;63,84;76,61;1187150000000,00;80,60;88,90;8,37;5,81;16041,00;#N/D;4530,00;3,15;#N/D;;;;;;;;;;;;;;;;;;;;
ene-85;0;0;9,04;4372722600,00;46650001525,88;369810000000,00;579685000000,00;#N/D;412406000000,00;11,00;16,00;149,60;94,20;403,80;2202,95;2207,82;64,59;77,47;1189473793103,44;80,80;89,40;8,38;5,84;16475,67;#N/D;5176,00;3,17;#N/D;;;;;;;;;;;;;;;;;;;;
feb-85;0;0;9,39;3538156000,00;45750000000,00;368243000000,00;591222000000,00;#N/D;410269000000,00;11,00;16,00;151,00;93,35;395,70;2022,80;2078,32;64,74;78,48;1191494482758,62;81,10;89,80;8,47;6,13;16922,11;#N/D;5914,12;3,32;#N/D;;;;;;;;;;;;;;;;;;;;
mar-85;0;0;8,89;3919600900,00;45409999847,41;359980000000,00;596903000000,00;#N/D;401881000000,00;11,00;15,84;152,10;95,90;387,70;2612,76;2689,46;65,20;79,63;1193616206896,55;81,50;90,10;8,55;6,36;17345,00;#N/D;6468,00;3,09;#N/D;;;;;;;;;;;;;;;;;;;;
abr-85;0;0;8,96;4353499000,00;45830001831,05;358003000000,00;600148000000,00;#N/D;399525000000,00;11,00;15,84;152,70;95,90;398,80;2466,17;2508,34;65,65;78,63;1195838965517,24;81,80;90,30;8,33;5,99;17495,00;#N/D;6317,00;3,09;#N/D;;;;;;;;;;;;;;;;;;;;
may-85;0;0;8,92;4313664500,00;45310001373,29;346191000000,00;590714000000,00;#N/D;387132000000,00;13,00;17,84;154,50;95,05;373,60;2256,09;2307,87;65,65;77,91;1198162758620,69;82,10;90,30;7,99;5,81;17646,30;#N/D;6169,53;3,09;#N/D;;;;;;;;;;;;;;;;;;;;
jun-85;0;0;8,80;5733072800,00;46000000000,00;343126000000,00;584528000000,00;#N/D;385038000000,00;13,00;17,84;153,90;96,75;367,40;2248,42;2680,87;65,50;77,33;1200183448275,86;82,40;90,40;7,51;5,66;17795,00;#N/D;6015,00;3,06;#N/D;;;;;;;;;;;;;;;;;;;;
jul-85;0;0;8,24;6186186100,00;44630001068,12;337768000000,00;586932000000,00;#N/D;378372000000,00;12,00;16,84;153,80;91,65;378,00;2000,24;2128,93;65,20;76,75;1202507241379,31;82,50;90,30;7,90;5,31;17908,33;#N/D;6171,00;2,79;#N/D;;;;;;;;;;;;;;;;;;;;
ago-85;0;0;8,29;5638633200,00;44860000610,35;335475000000,00;585928000000,00;#N/D;376530000000,00;12,00;16,84;153,80;97,60;377,20;2308,94;2305,44;65,05;76,47;1204730000000,00;82,70;90,00;7,92;4,75;18022,39;#N/D;6331,05;2,78;#N/D;;;;;;;;;;;;;;;;;;;;
sept-85;0;0;8,06;5504097400,00;44900001525,88;340185000000,00;596230000000,00;#N/D;381169000000,00;12,00;16,89;154,50;97,60;381,80;2654,10;2841,71;65,35;76,90;1206851724137,93;82,90;90,10;7,97;4,64;18135,00;#N/D;6483,00;2,67;#N/D;;;;;;;;;;;;;;;;;;;;
oct-85;0;0;7,86;6007906000,00;44860000610,35;341568000000,00;603154000000,00;#N/D;382779000000,00;12,00;16,89;155,50;94,20;397,20;2926,67;3149,65;65,35;76,75;1209175517241,37;83,20;90,30;8,03;4,77;18989,33;#N/D;6229,00;2,62;#N/D;;;;;;;;;;;;;;;;;;;;
nov-85;0;0;7,64;5888054300,00;45909999847,41;352501000000,00;605163000000,00;#N/D;394770000000,00;12,00;16,89;156,50;94,20;440,10;2656,19;3140,97;65,20;76,47;1211297241379,31;83,50;90,40;8,05;4,82;19883,91;#N/D;5984,95;2,51;#N/D;;;;;;;;;;;;;;;;;;;;
dic-85;0;0;7,62;5793464300,00;52040000915,53;392565000000,00;626425000000,00;#N/D;439642000000,00;12,00;16,89;157,10;91,65;479,70;2642,11;2904,34;64,90;76,03;1213520000000,00;83,70;90,50;8,43;4,80;20698,00;#VALOR!;5721,00;2,46;#N/D;;;;;;;;;;;;;;;;;;;;
ene-86;0;0;7,51;6498207400,00;55229999542,24;388384000000,00;629672000000,00;#N/D;432342000000,00;10,75;15,89;158,90;95,90;491,60;2557,66;2748,12;65,50;75,17;1215892260536,39;83,90;90,60;7,98;4,65;20957,67;#VALOR!;6116,00;2,39;#N/D;;;;;;;;;;;;;;;;;;;;
feb-86;0;0;7,16;6633028400,00;55099998474,12;390326000000,00;634615000000,00;#N/D;434171000000,00;10,75;15,89;159,00;95,90;507,90;2507,61;2992,04;65,35;72,29;1217955095785,44;83,70;90,40;7,87;4,47;21220,59;#VALOR!;6538,27;2,22;#N/D;;;;;;;;;;;;;;;;;;;;
mar-86;0;0;7,32;6481909600,00;55240001678,47;391173000000,00;641894000000,00;#N/D;435266000000,00;10,00;14,89;158,70;97,60;574,50;2472,43;3032,41;65,20;70,99;1220121072796,93;83,30;90,20;7,52;4,49;21477,00;#VALOR!;6906,00;2,32;#N/D;;;;;;;;;;;;;;;;;;;;
abr-86;0;0;7,03;6617082800,00;54979999542,24;388996000000,00;648441000000,00;#N/D;432215000000,00;9,50;14,39;159,70;93,35;611,80;3146,28;3497,43;65,20;69,27;1222390191570,88;83,10;90,10;7,04;4,48;21553,33;#VALOR!;6864,67;2,19;#N/D;;;;;;;;;;;;;;;;;;;;
may-86;0;0;7,35;6641890100,00;55119998931,88;396278000000,00;653009000000,00;#N/D;439687000000,00;9,50;14,39;159,70;93,35;653,90;2454,19;2909,07;65,05;68,98;1224659310344,82;83,40;90,10;6,87;4,58;21629,94;#VALOR!;6823,58;2,31;#N/D;;;;;;;;;;;;;;;;;;;;
jun-86;0;0;7,12;6562543500,00;56049999237,06;401464000000,00;668636000000,00;#N/D;445550000000,00;9,50;14,39;159,70;94,20;663,90;2682,08;3402,52;65,20;68,11;1226825287356,32;83,80;90,30;6,95;4,59;21706,00;#VALOR!;6782,00;2,20;#N/D;;;;;;;;;;;;;;;;;;;;
jul-86;0;0;6,97;6585433600,00;54720001220,70;395927000000,00;656928000000,00;#N/D;439129000000,00;9,50;14,39;160,10;94,20;689,10;2076,16;2464,97;65,50;66,82;1229197547892,72;83,80;89,80;6,56;4,61;22218,33;#VALOR!;7177,33;2,09;#N/D;;;;;;;;;;;;;;;;;;;;
ago-86;0;0;6,92;6565824400,00;55299999237,06;400729000000,00;666017000000,00;#N/D;444551000000,00;9,50;14,39;159,90;95,90;701,50;2716,74;2770,10;65,80;67,39;1231363524904,21;84,00;89,60;6,17;4,55;22742,76;#VALOR!;7595,71;2,05;#N/D;;;;;;;;;;;;;;;;;;;;
sept-86;0;0;6,90;6929167500,00;54900001525,88;407424000000,00;681229000000,00;#N/D;450385000000,00;9,00;12,82;161,30;95,05;714,50;3029,99;3371,29;66,11;68,40;1233632643678,16;84,40;89,70;5,92;4,48;23243,00;#VALOR!;7968,00;2,02;#N/D;;;;;;;;;;;;;;;;;;;;
oct-86;0;0;7,04;7029817400,00;56630001068,12;406174000000,00;683701000000,00;#N/D;450935000000,00;9,00;12,57;161,90;95,05;758,00;3253,50;3655,66;66,26;68,26;1236004904214,56;84,40;89,40;5,86;4,56;23386,00;#VALOR!;7650,00;2,07;#N/D;;;;;;;;;;;;;;;;;;;;
nov-86;0;0;6,88;6869823500,00;57819999694,82;414711000000,00;693802000000,00;#N/D;460730000000,00;9,00;12,57;161,90;96,75;727,10;3014,39;3335,66;66,11;68,40;1238067739463,60;84,50;89,40;6,09;4,67;23529,88;#VALOR!;7344,69;1,98;#N/D;;;;;;;;;;;;;;;;;;;;
dic-86;0;0;6,82;6550563700,00;65269996643,07;451596000000,00;717618000000,00;#N/D;503305000000,00;9,00;12,57;162,30;95,05;727,00;2975,87;3300,09;65,95;68,98;1240440000000,00;84,60;89,50;7,22;4,80;23672,00;#VALOR!;7014,00;1,94;#N/D;;;;;;;;;;;;;;;;;;;;
ene-87;0;0;6,44;6650907400,00;60889999389,65;443046000000,00;694555000000,00;#N/D;491148000000,00;9,00;12,58;164,40;92,50;638,80;2783,21;2986,96;67,32;69,99;1243418007662,83;85,10;89,90;6,19;4,45;24606,67;#VALOR!;7731,67;1,81;#N/D;;;;;;;;;;;;;;;;;;;;
feb-87;0;0;6,47;7559926000,00;59919998168,95;442935000000,00;703752000000,00;#N/D;490755000000,00;9,00;12,58;164,40;95,90;723,80;3159,94;3707,35;67,62;70,56;1246125287356,32;85,40;90,00;6,12;3,94;25578,24;#VALOR!;8522,76;1,83;#N/D;;;;;;;;;;;;;;;;;;;;
mar-87;0;0;6,33;7947774100,00;59639999389,65;431807000000,00;703915000000,00;#N/D;478591000000,00;9,00;12,58;164,70;95,90;756,00;3574,68;3923,66;67,47;70,13;1249103295019,15;85,80;90,00;6,15;3,97;26476,00;#VALOR!;9167,00;1,81;#N/D;;;;;;;;;;;;;;;;;;;;
abr-87;0;0;6,25;8241835800,00;60250000000,00;438743000000,00;715297000000,00;#N/D;485825000000,00;9,00;12,62;165,10;96,75;819,70;3307,13;3788,83;67,47;69,99;1252081302681,99;86,30;90,20;6,44;3,85;26951,67;#VALOR!;9868,00;1,79;#N/D;;;;;;;;;;;;;;;;;;;;
may-87;0;0;6,35;8364922000,00;60380001068,12;446170000000,00;720861000000,00;#N/D;493619000000,00;9,00;12,62;165,20;97,60;788,00;3194,24;3701,72;67,62;70,13;1254923946360,15;86,50;90,30;6,83;3,73;27435,88;#VALOR!;10622,61;1,82;#N/D;;;;;;;;;;;;;;;;;;;;
jun-87;0;0;6,39;8253866800,00;60509998321,53;454780000000,00;731944000000,00;#N/D;502070000000,00;9,00;12,62;164,90;96,75;803,00;3423,29;3702,57;67,62;70,56;1257901954022,98;86,90;90,40;6,73;3,67;27903,00;#VALOR!;11270,00;1,83;#N/D;;;;;;;;;;;;;;;;;;;;
jul-87;0;0;6,46;7984049400,00;59720001220,70;440385000000,00;714471000000,00;#N/D;487360000000,00;9,00;12,64;166,90;95,90;870,30;2410,65;2835,22;67,92;71,14;1261015325670,49;87,10;90,40;6,58;3,83;28642,00;#VALOR!;11501,67;1,86;#N/D;;;;;;;;;;;;;;;;;;;;
ago-87;0;0;6,38;8354687600,00;59599998474,12;437597000000,00;719917000000,00;#N/D;484509000000,00;9,00;12,64;167,80;100,14;895,80;3330,14;2997,18;68,07;71,71;1263857969348,65;87,60;90,30;6,74;3,93;29400,57;#VALOR!;11738,10;1,82;#N/D;;;;;;;;;;;;;;;;;;;;
sept-87;0;0;6,44;7992750100,00;59159999847,41;440678000000,00;737436000000,00;#N/D;487516000000,00;9,00;12,64;169,40;99,29;951,70;3662,65;3971,42;68,37;71,57;1266835977011,49;88,00;90,10;7,29;3,98;30120,00;#VALOR!;11965,00;1,84;#N/D;;;;;;;;;;;;;;;;;;;;
oct-87;0;0;6,23;8226012600,00;60080001831,05;438967000000,00;743881500000,00;#N/D;486709000000,00;8,75;12,65;170,10;100,14;756,50;3950,28;4266,34;69,13;72,00;1269813984674,33;88,20;90,30;7,27;4,70;31058,00;#VALOR!;11636,67;1,74;#N/D;;;;;;;;;;;;;;;;;;;;
nov-87;0;0;5,96;8237673900,00;61740001678,47;449582000000,00;763949000000,00;#N/D;498529000000,00;8,75;12,65;170,70;100,99;648,80;4212,14;4390,41;69,13;71,71;1272656628352,49;88,40;90,30;6,67;3,92;32025,21;#VALOR!;11317,34;1,64;#N/D;;;;;;;;;;;;;;;;;;;;
dic-87;0;0;5,85;8174298500,00;68370002746,58;473103000000,00;796897000000,00;#N/D;527905000000,00;8,75;12,65;170,70;99,29;667,50;4022,62;4574,66;69,13;71,71;1275770000000,00;88,30;90,40;6,77;3,65;32934,00;#VALOR!;10980,00;1,58;#N/D;;;;;;;;;;;;;;;;;;;;
ene-88;0;0;6,02;7983697300,00;64430000305,18;471900000000,00;790646000000,00;#N/D;522469000000,00;8,25;12,69;171,60;97,60;747,50;3193,15;3326,13;69,89;72,00;1278560344827,58;88,60;90,60;6,85;3,40;33483,00;#VALOR!;11710,33;1,68;#N/D;;;;;;;;;;;;;;;;;;;;
feb-88;0;0;5,98;8456692700,00;63270000457,76;477054000000,00;798766000000,00;#N/D;527654000000,00;8,25;12,69;172,90;95,90;765,60;3762,33;3904,40;70,04;72,43;1281350689655,17;88,80;90,80;6,58;3,29;34041,15;#VALOR!;12489,24;1,69;#N/D;;;;;;;;;;;;;;;;;;;;
mar-88;0;0;5,88;8575253400,00;63659999847,41;475635000000,00;799223000000,00;#N/D;526407000000,00;8,25;12,69;173,70;98,44;790,50;4353,52;4942,16;70,19;71,86;1284406781609,19;89,20;90,90;6,59;3,38;34581,00;#VALOR!;13171,00;1,66;#N/D;;;;;;;;;;;;;;;;;;;;
abr-88;0;0;5,86;8869204700,00;63229999542,24;468965000000,00;793217000000,00;#N/D;519350000000,00;8,25;13,56;175,20;100,14;812,40;3812,86;4376,33;70,49;72,72;1287197126436,78;89,60;91,10;6,89;3,37;34339,33;#VALOR!;12941,00;1,67;#N/D;;;;;;;;;;;;;;;;;;;;
may-88;0;0;5,98;9976793500,00;64830001831,05;470731000000,00;804357000000,00;#N/D;522225000000,00;9,00;13,56;175,80;100,14;858,50;3942,93;4290,85;70,79;72,72;1290120344827,58;89,90;91,20;7,05;3,51;34099,36;#VALOR!;12715,02;1,73;#N/D;;;;;;;;;;;;;;;;;;;;
jun-88;0;0;6,25;8385034600,00;66510002136,23;481536000000,00;840656000000,00;#N/D;534401000000,00;9,00;13,56;176,30;100,14;851,80;3677,94;4397,54;70,95;73,01;1293043563218,39;90,30;91,40;7,53;3,88;33856,00;#VALOR!;12481,00;1,82;#N/D;;;;;;;;;;;;;;;;;;;;
jul-88;0;0;6,41;7941816600,00;74339996337,89;471578000000,00;833974000000,00;#N/D;524151000000,00;9,00;13,43;177,10;98,44;888,40;2620,50;3041,65;71,55;73,30;1295833908045,97;90,70;91,30;7,75;4,88;34119,67;#VALOR!;12839,33;1,88;#N/D;;;;;;;;;;;;;;;;;;;;
ago-88;0;0;6,48;8018353900,00;73580001831,05;472531000000,00;843974000000,00;#N/D;524373000000,00;9,00;13,43;177,50;96,75;857,70;3704,56;3226,06;72,31;74,16;1298890000000,00;91,10;91,40;8,00;5,28;34385,39;#VALOR!;13207,95;1,87;#N/D;;;;;;;;;;;;;;;;;;;;
sept-88;0;0;6,43;8353026100,00;73629997253,42;475080000000,00;859824000000,00;#N/D;527885000000,00;9,00;13,43;178,80;98,44;907,20;3823,44;4227,54;72,61;74,31;1301813218390,80;91,70;91,40;8,20;4,93;34647,00;#VALOR!;13556,00;1,88;#N/D;;;;;;;;;;;;;;;;;;;;
oct-88;0;0;6,15;8232507300,00;74209999084,47;477969000000,00;874045000000,00;#N/D;530834000000,00;9,50;13,29;180,20;101,84;951,80;4159,48;4556,55;72,91;73,73;1304603563218,39;92,00;91,50;8,29;5,03;35015,67;#VALOR!;12525,00;1,77;#N/D;;;;;;;;;;;;;;;;;;;;
nov-88;0;0;6,03;8422547000,00;76269996643,07;488092000000,00;899003000000,00;#N/D;542705000000,00;9,50;13,29;180,50;100,99;956,70;4331,23;4845,67;73,06;73,87;1307526781609,19;92,10;91,70;8,36;4,91;35388,26;#VALOR!;11572,41;1,74;#N/D;;;;;;;;;;;;;;;;;;;;
dic-88;0;0;6,16;8491933100,00;80910003662,11;513101000000,00;934121000000,00;#N/D;571876000000,00;9,50;13,29;180,90;98,44;1013,80;4222,84;4580,15;73,37;74,45;1310450000000,00;92,20;91,90;8,77;5,32;35753,00;#VALOR!;10463,00;1,78;#N/D;;;;;;;;;;;;;;;;;;;;
ene-89;0;0;6,32;8072342400,00;77540000915,53;519973000000,00;912171000000,00;#N/D;575074000000,00;9,50;13,44;183,00;104,38;1073,10;3842,50;4190,39;75,18;76,03;1313085769230,77;92,70;92,90;9,15;5,63;36803,00;#VALOR!;11863,00;1,86;#N/D;;;;;;;;;;;;;;;;;;;;
feb-89;0;0;6,29;7484388000,00;77089996337,89;533143000000,00;937531000000,00;#N/D;588246000000,00;9,50;13,44;184,00;103,54;1081,80;3862,72;4337,81;75,79;76,75;1315481923076,92;93,10;93,20;9,37;6,36;37883,84;#VALOR!;13450,33;1,83;#N/D;;;;;;;;;;;;;;;;;;;;
mar-89;0;0;6,42;7519864500,00;77389999389,65;514199000000,00;938269000000,00;#N/D;568634000000,00;9,00;13,44;184,70;103,54;1129,10;4177,76;4607,36;76,39;77,91;1318237500000,00;93,60;93,30;9,86;6,57;38903,00;#VALOR!;14663,00;1,89;#N/D;;;;;;;;;;;;;;;;;;;;
abr-89;0;0;6,37;8169352500,00;76760002136,23;517662000000,00;948073000000,00;#N/D;572680000000,00;9,03;14,11;186,50;103,54;1135,40;4388,98;4638,57;77,15;78,63;1320633653846,15;94,20;93,90;9,84;6,42;40100,33;#VALOR!;14518,33;1,88;#N/D;;;;;;;;;;;;;;;;;;;;
may-89;0;0;6,70;7673032300,00;77290000915,53;510376000000,00;954111000000,00;#N/D;565090000000,00;9,03;14,11;187,30;100,99;1175,50;3968,63;4077,67;77,30;78,34;1323389230769,23;94,80;94,00;9,83;6,96;41334,52;#VALOR!;14375,09;1,99;#N/D;;;;;;;;;;;;;;;;;;;;
jun-89;0;0;6,65;8437608400,00;78519996643,07;524029000000,00;989557000000,00;#N/D;579955000000,00;9,03;14,11;187,90;101,84;1225,00;3923,28;4588,19;77,00;77,91;1326025000000,00;95,00;94,10;9,53;6,93;42495,00;#VALOR!;14229,00;1,95;#N/D;;;;;;;;;;;;;;;;;;;;
jul-89;0;0;6,39;9330283300,00;78470001220,70;514341000000,00;968954000000,00;#N/D;570262000000,00;9,15;14,12;187,90;100,14;1310,10;3086,19;3214,45;77,15;77,76;1328540961538,46;95,20;94,00;9,22;7,00;44234,67;#VALOR!;14710,67;1,87;#N/D;;;;;;;;;;;;;;;;;;;;
ago-89;0;0;6,61;8408552900,00;77860000610,35;513271000000,00;982019000000,00;#N/D;569229000000,00;9,15;14,12;188,70;101,84;1349,00;3907,42;3483,85;77,45;77,19;1331296538461,53;95,40;94,00;9,00;6,99;46045,55;#VALOR!;15208,64;1,96;#N/D;;;;;;;;;;;;;;;;;;;;
sept-89;0;0;6,41;11364673000,00;79370002746,58;520129000000,00;1001566000000,00;#N/D;577276000000,00;9,15;14,12;190,20;102,69;1285,10;4169,14;4666,87;77,45;77,62;1333812500000,00;95,70;94,10;9,03;7,37;47714,00;#VALOR!;15674,00;1,87;#N/D;;;;;;;;;;;;;;;;;;;;
oct-89;0;0;6,41;11098695000,00;79720001220,70;522028000000,00;1023501000000,00;#N/D;578863000000,00;9,16;14,81;191,80;103,54;1204,00;4728,63;4728,63;77,90;77,91;1336448269230,76;96,10;94,40;8,84;8,08;49765,00;#VALOR!;14863,33;1,84;#N/D;;;;;;;;;;;;;;;;;;;;
nov-89;0;0;6,40;9660228000,00;82199996948,24;531249000000,00;1055903000000,00;#N/D;590471000000,00;9,16;14,81;192,20;103,54;1171,80;4578,58;4653,64;78,06;77,91;1339084038461,53;96,40;94,60;8,58;8,22;51904,16;#VALOR!;14094,59;1,79;#N/D;;;;;;;;;;;;;;;;;;;;
dic-89;0;0;6,23;9559361200,00;89550003051,76;567097000000,00;1107089000000,00;#N/D;633135000000,00;9,16;14,81;192,80;100,99;1262,00;4445,16;4480,49;77,60;78,63;1341600000000,00;96,50;94,90;8,52;8,06;53867,00;#VALOR!;13242,00;1,70;#N/D;;;;;;;;;;;;;;;;;;;;
ene-90;0;0;6,16;10131099000,00;89930000305,18;567041000000,00;1094318000000,00;#N/D;633242000000,00;10,15;17,34;199,00;98,33;1238,80;4326,56;4580,02;78,76;79,72;1343210881226,05;97,50;95,40;8,26;8,22;57220,33;#VALOR!;14363,33;1,68;#N/D;;;;;;;;;;;;;;;;;;;;
feb-90;0;0;6,12;9822934100,00;101470001220,70;579015000000,00;1108908000000,00;#N/D;654774000000,00;10,15;17,34;199,90;101,39;1175,10;4282,45;4511,28;78,92;79,56;1344611647509,57;98,00;95,80;8,25;8,27;60782,42;#VALOR!;15579,62;1,69;#N/D;;;;;;;;;;;;;;;;;;;;
mar-90;0;0;6,13;10725968000,00;86169998168,95;504075000000,00;1052138000000,00;#N/D;566321000000,00;10,15;17,34;205,40;101,49;1142,20;4717,98;5273,04;78,68;78,67;1346152490421,45;98,50;95,80;8,28;8,42;63927,00;#VALOR!;16606,00;1,69;#N/D;;;;;;;;;;;;;;;;;;;;
abr-90;0;0;6,11;12973013000,00;83080001831,05;502455000000,00;1059207000000,00;#N/D;561980000000,00;11,01;16,08;205,20;102,67;1152,90;4242,42;4635,54;78,52;78,43;1347623295019,15;98,70;96,00;8,27;8,20;66299,00;#VALOR!;17032,33;1,68;#N/D;;;;;;;;;;;;;;;;;;;;
may-90;0;0;6,10;12722294000,00;83110000610,35;495883000000,00;1063076000000,00;#N/D;555078000000,00;11,01;16,08;206,40;99,61;1265,70;4656,50;4886,05;78,84;78,03;1349234176245,21;98,90;96,20;8,15;8,27;68759,01;#VALOR!;17469,61;1,69;#N/D;;;;;;;;;;;;;;;;;;;;
jun-90;0;0;6,04;12723739000,00;84639999389,65;508238000000,00;1104007000000,00;#N/D;569049000000,00;11,01;16,08;206,20;101,68;1309,70;4065,44;4908,28;78,84;77,87;1350704980842,91;99,40;96,30;8,30;8,24;71043,00;#VALOR!;17885,00;1,67;#N/D;;;;;;;;;;;;;;;;;;;;
jul-90;0;0;5,86;12892323000,00;83209999084,47;493647000000,00;1074665000000,00;#N/D;553065000000,00;9,56;15,34;208,20;94,79;1314,70;3447,39;3566,86;78,84;78,03;1352245823754,78;99,80;96,30;8,15;8,17;74049,33;#VALOR!;18424,67;1,60;#N/D;;;;;;;;;;;;;;;;;;;;
ago-90;0;0;5,76;12067573000,00;82599998474,12;492183000000,00;1083121000000,00;#N/D;551660000000,00;9,56;15,34;209,60;97,45;1159,60;4515,85;4237,95;79,55;80,36;1353856704980,84;100,70;96,60;8,15;8,36;77182,89;#VALOR!;18980,62;1,56;#N/D;;;;;;;;;;;;;;;;;;;;
sept-90;0;0;5,76;12606498000,00;83110000610,35;497910000000,00;1116643000000,00;#N/D;558174000000,00;9,56;15,34;212,00;98,53;910,00;4718,95;4996,53;79,95;83,01;1355257471264,36;101,60;96,90;8,27;8,39;80062,00;#VALOR!;19504,00;1,56;#N/D;;;;;;;;;;;;;;;;;;;;
oct-90;0;0;5,64;15654375000,00;82919998168,95;492689000000,00;1123483000000,00;#N/D;552287000000,00;9,93;16,69;213,40;98,63;900,40;5644,12;5640,57;80,11;84,70;1356868352490,42;102,20;97,60;8,14;8,51;80499,67;#VALOR!;20229,33;1,52;#N/D;;;;;;;;;;;;;;;;;;;;
nov-90;0;0;5,64;18376858000,00;84580001831,05;507487000000,00;1120183000000,00;#N/D;568929000000,00;9,93;16,69;214,10;99,02;842,30;5072,30;5618,74;80,11;83,57;1358409195402,29;102,40;97,40;7,83;8,79;80939,73;#VALOR!;20981,64;1,51;#N/D;;;;;;;;;;;;;;;;;;;;
dic-90;0;0;5,70;17987940000,00;96860000610,35;567102000000,00;1177110000000,00;#N/D;638084000000,00;9,93;16,69;213,90;106,41;870,00;4550,72;4663,04;79,79;82,45;1359880000000,00;102,40;97,50;7,34;9,17;81375,00;#VALOR!;21680,00;1,49;#N/D;;;;;;;;;;;;;;;;;;;;
ene-91;0;0;5,56;20796944000,00;106790000915,53;552069000000,00;1109747000000,00;#N/D;634371000000,00;9,93;15,14;218,90;96,26;970,60;4715,62;5016,20;80,74;82,53;1357885785440,61;103,00;97,70;7,11;9,25;81913,00;#VALOR!;21874,67;1,49;#N/D;;;;;;;;;;;;;;;;;;;;
feb-91;0;0;5,64;20294450000,00;112339996337,89;564412000000,00;1136837000000,00;#N/D;655143000000,00;9,93;15,14;225,00;97,15;1070,10;4342,74;4851,87;80,34;81,32;1356151685823,75;103,20;98,20;6,28;8,96;82454,56;#VALOR!;22071,08;1,52;#N/D;;;;;;;;;;;;;;;;;;;;
mar-91;0;0;6,09;18192071000,00;125669998168,95;559114000000,00;1163220000000,00;#N/D;661780000000,00;9,93;15,14;225,80;98,23;1093,70;4199,86;4816,72;80,34;81,16;1354330881226,05;103,30;98,20;6,16;8,99;82989,00;#VALOR!;22264,00;1,72;#N/D;;;;;;;;;;;;;;;;;;;;
abr-91;0;0;6,20;17559450000,00;106440002441,41;549935000000,00;1153014000000,00;#N/D;644846000000,00;8,96;14,38;227,10;94,88;1046,20;4310,37;4918,54;80,03;80,68;1352423371647,51;103,50;98,50;5,97;9,08;81016,00;#VALOR!;21238,67;1,73;#N/D;;;;;;;;;;;;;;;;;;;;
may-91;0;0;6,18;20926592000,00;123650001525,88;554633000000,00;1138651000000,00;#N/D;661184000000,00;8,96;14,38;227,30;95,87;1108,80;4331,23;4499,43;79,87;80,52;1350429157088,12;103,80;98,90;5,81;8,98;79089,91;#VALOR!;20260,55;1,72;#N/D;;;;;;;;;;;;;;;;;;;;
